CoinGecko	https://www.coingecko.com	Finance and Trading
Trademo Hermes for Claude	https://www.trademo.com	Data and Analytics	Hermes MCP announced on vendor homepage
Cobot Coworking Software	https://www.cobot.me	Productivity
Appstack	https://www.appstack.tech	Marketing and Sales
Alloy Robotics	https://www.usealloy.ai	Data and Analytics
Everly	https://everly.so	Lifestyle and Local
TextExpander	https://textexpander.com	Productivity
GatherHQ	https://www.gatherhq.com	Marketing and Sales
Inrō	https://www.inro.social	Marketing and Sales
Growrk	https://growrk.com	Cloud and Infrastructure
Chatmu	https://chatmu.io	Entertainment
Alice Flights	https://www.alice.co.il	Travel	Hebrew-language site; operated by BTL Travel / Black Rabbit
Revelata deepKPI	https://www.revelata.com	Finance and Trading
ChargeHub	https://chargehub.com	Lifestyle and Local
TrueProfit	https://trueprofit.io	Data and Analytics
Bassethound	https://bassethound.ai	Data and Analytics
Magicweave	UNVERIFIED	Development Tools	no vendor homepage found; only Mintlify-hosted docs subdomain and console/api.magicweave.xyz references
SELLIT9	https://www.sellit9.com	Lifestyle and Local
Optilogic	https://optilogic.com	Data and Analytics
Partner.io	https://www.partner.io	Marketing and Sales
Orb	https://orb.net	Observability and Monitoring
Wren AI	https://www.getwren.ai	Data and Analytics
Yolodex	https://www.yolodex.ai	Marketing and Sales
CloudEagle MCP	https://www.cloudeagle.ai	Security
Stem	UNVERIFIED	AI and ML	ambiguous name; multiple AI-memory vendors match the description (StremAI, Brain Stem, MemoryAI, Mengram) — none confirmed as "Stem"
Everythings	UNVERIFIED	Productivity	generic name; searches returned unrelated apps (Siv, Anytype, Everything file-search MCPs), no vendor match
Noibu	https://www.noibu.com	Data and Analytics
Patsnap Patent & Literature Search (OAuth)	https://www.patsnap.com	Research and Academic	vendor homepage; MCP product page is open.patsnap.com marketplace listing
Capsule CRM	https://capsulecrm.com	Marketing and Sales
Vibsync	https://vibsync.com	Development Tools
drawnames	https://www.drawnames.com	Lifestyle and Local
Project Desk	UNVERIFIED	Project Management	ambiguous; only Plan Desk / Agent Desk / AgentDesk found, none matching this name
Sitelas	https://sitelas.com	CMS and Web Building
Templafy	https://www.templafy.com	Documents and Files
Juicy attribution & profit	https://apps.shopify.com/juicy	Marketing and Sales	Shopify App Store listing; vendor (Easyapps) lists this as the product homepage
Oviond	https://www.oviond.com	Marketing and Sales
Fospha (EMEA & APAC)	https://www.fospha.com	Marketing and Sales	shared-domain
Fospha (North & South America)	https://www.fospha.com	Marketing and Sales	shared-domain
MaidPad	https://maidpad.com	Productivity
Grw	https://www.grw.ai	Marketing and Sales
Coval	https://www.coval.ai	AI and ML
More Good Reviews	https://www.moregoodreviews.com	Marketing and Sales
Wisdom Recall	UNVERIFIED	AI and ML	Wisdom Recall LLC (AI memory platform, Albuquerque NM) confirmed via CEO LinkedIn; no vendor site surfaced
Upspring	https://upspring.ai	Marketing and Sales
3DOptix optical design and simulations	https://www.3doptix.com	Design and Creative
kernelCAD	https://kernelcad.com	Design and Creative
Square Yards	https://www.squareyards.com	Lifestyle and Local
1Social	https://1social.dev	Marketing and Sales
Beeline Workspace	https://beelinelearn.com	Education	vendor's primary domain; platform also runs at beeline.life
Tseha.io	https://tseha.io	Development Tools
PHS Pallets	https://www.phsinc.com	Marketing and Sales	Premier Handling Solutions (PHS); pallet catalog with live pricing and freight quotes
StatsDeck	UNVERIFIED	Entertainment	no vendor page found in two searches; nearest hit Stat Deck (statdeck.com.au, AFL fantasy) is a different product
Pantry Persona	https://www.pantrypersona.com	Lifestyle and Local
smarts.bio	https://smarts.bio	Healthcare and Life Sciences
Algolia Productivity	https://www.algolia.com	Development Tools	shared-domain
Gridbert	https://www.gridbert.at	Data and Analytics	confirmed via energietools PyPI page naming Gridbert as the MCP service
FlowyTeam	https://flowyteam.com	Project Management
GlacierGrid	https://www.glaciergrid.com	Data and Analytics
Macaly	https://www.macaly.com	CMS and Web Building
Chariot	https://givechariot.com	Government and Nonprofit
Cordelia Cruises	https://www.cordeliacruises.com	Travel
다나와 가격비교	https://www.danawa.com	Lifestyle and Local
Grid Control	UNVERIFIED	Project Management	ambiguous name; hits were utility-grid and field-service vendors, none matching outsourced service orders
Canvs.io	https://canvs.io	Design and Creative
LeapMemory	https://leapmemory.com	AI and ML
SenderKit	https://www.senderkit.com	Communication
WalkMyPlan — AI Home Design & 3D Floor Plans	UNVERIFIED	Design and Creative	no vendor page found in two searches; only unrelated floor-plan-to-3D vendors
Builder.io CMS	https://www.builder.io/headless-cms	CMS and Web Building
Ninout	https://www.ninout.ai	Productivity	shared-domain; vendor ships several form products (Ask One, CREATIVE SURVEY, Fan Fan Fan)
IndiaMART - B2B Marketplace	https://www.indiamart.com	Marketing and Sales
Siit AI service desk	https://www.siit.io	Customer Support
Zendrop	https://www.zendrop.com	Marketing and Sales
Decision Matrix	UNVERIFIED	Productivity	generic term; search returns the decision-matrix method, not a vendor product page
Alloy	https://alloy.app	Development Tools
Tweek	https://tweek.so	Calendar and Scheduling
AlphaSights	https://www.alphasights.com	Research and Academic
MyEmailVerifier	https://myemailverifier.com	Marketing and Sales
Nifty	https://nifty.ai	Marketing and Sales	Reseller ops across eBay/Poshmark/Depop/Mercari/Etsy
Phrase	https://phrase.com	Productivity	Homepage tagline matches "world's leading Language Intelligence Platform"
OnMessage	https://www.onmessage.ai	Marketing and Sales	Product of Backstory Branding
Demandbase	https://www.demandbase.com	Marketing and Sales
Pi Security	https://www.pi.security	Security
StopChurn	https://stopchurn.com	Marketing and Sales
inblog	https://inblog.ai	CMS and Web Building
Lance App Manager	UNVERIFIED	Development Tools	Two searches; "Lance" collides with unrelated products (Lance file format, Lance freelance banking app); no vendor page found
Strella	https://www.strella.io	Research and Academic
Sprinto MCP	https://sprinto.com	Security	Compliance/GRC "trust workflows"
OnePageCRM	https://www.onepagecrm.com	Marketing and Sales
AMZScout Skill + MCP	https://amzscout.net	Marketing and Sales	Vendor homepage; skill/MCP detail page at learn.amzscout.net/amazon-product-api-for-ai-agents
Measure Studio	https://www.measure.studio	Data and Analytics
Airepoto	https://www.airepoto.com	Productivity	AI meeting minutes by RSUPPORT
Dalea - Research Orchestration Platform	https://dalea.tech	Healthcare and Life Sciences	Docs at dalea.wiki; dalea.tech is the product site
appfollow	https://appfollow.io	Marketing and Sales
Pappers France	https://www.pappers.fr	Data and Analytics	shared-domain; Justice/Immobilier/Politique live on sibling subdomains
OneSignal	https://onesignal.com	Marketing and Sales
SE Ranking	https://seranking.com	SEO and Web
Just Domain.	https://justdomain.ai	CMS and Web Building	Operated by Just Done LLC (just-done.ai)
Blue Pillow Hotels & Stays	https://b2a.bluepillow.com	Travel	Agent-facing product site; consumer brand at bluepillow.com
LocalBeat	https://localbeat.com	Ticketing and Events	URL confirmed via vendor product lead's launch post announcing the Claude connector
Hostinger Mail	https://www.hostinger.com/business-email	Communication	Product page for Hostinger Mail business email
Lenz	https://lenz.io	AI and ML
Streak	https://www.streak.com	Marketing and Sales
DocHub	https://www.dochub.com	Documents and Files
Keyword Tool: Free SEO Keyword Research	https://keywordtool.io	SEO and Web
Postbeam	https://www.postbeam.ai	Marketing and Sales
BreckenWander	https://breckenwander.com	Travel
elluminate	https://www.ellamind.com/products/elluminate	AI and ML	vendor is ellamind GmbH
Proposal App	https://proposalapp.net	Government and Nonprofit
Orca Security	https://orca.security	Security
Aiso	https://www.getaiso.com	SEO and Web
OpsLevel	https://www.opslevel.com	Development Tools
PDQ Connect	https://www.pdq.com/pdq-connect	Cloud and Infrastructure
MerchantSpring	https://merchantspring.io	Data and Analytics
LibreJustice	https://librejustice.fr	Legal
Vidalytics	https://www.vidalytics.com	Marketing and Sales
Ubersuggest	https://neilpatel.com/ubersuggest	SEO and Web
Margins	https://finaloop.com	Finance and Trading	shared-domain; Margins is a Finaloop product, no product-specific page found
Slatemark	https://slatemark.ai	Finance and Trading
HTMLvault	https://htmlvault.com	CMS and Web Building
PDF.net	https://pdf.net	Documents and Files
Constructable	https://constructable.ai	Project Management
AdvisorPPC - Google Ads, Analytics, Tag Manager, Search Console and YouTube Connector	https://advisorppc.com	Marketing and Sales
Wego	https://www.wego.com	Travel
Yirla	https://www.yirla.com	Marketing and Sales
Omnisend MCP	https://www.omnisend.com	Marketing and Sales
SmartHome CRM	https://smart-home.com.co	Marketing and Sales	Colombian real-estate CRM (Gaiatelcom); regional subdomains crm. (CO) and mexico. (MX)
Canny	https://canny.io	Customer Support
Trove	https://thetrove.io	Jobs
SyncWith	https://syncwith.com	Data and Analytics
Marcora: Brand Context & Writing	https://marcora.ai	Marketing and Sales
Alpix	https://github.com/alpic-ai/alpix	Design and Creative	Alpic demo app; GitHub repo is its only official home, no standalone product site
Certifier	https://certifier.io	Education
GoBlinkly	https://goblinkly.com	SEO and Web
Vibe AI	https://vibe.us/vibe-ai	Productivity	product page under multi-product vendor Vibe (also sells Bot/Dot hardware)
ラッコキーワード	https://rakkokeyword.com	SEO and Web
Autron	https://autron.ai	Marketing and Sales
post bridge - social media scheduler	https://www.post-bridge.com	Marketing and Sales
DealTraq	https://www.dealtraq.com	Finance and Trading
Peaka	https://www.peaka.com	Data and Analytics
SciSpace	https://scispace.com	Research and Academic
Postproxy	https://postproxy.dev	Marketing and Sales
Abency	https://abency.com	Marketing and Sales
Stacklist	https://stacklist.com	Productivity
Planable	https://planable.io	Marketing and Sales
Tally	https://tally.so	Productivity
Advanced GSC	https://www.advancedgsc.com	SEO and Web
Zernote	https://zernote.com	Research and Academic
Churn Solution	https://churnsolution.com	Marketing and Sales
Redo	https://redo.com	Marketing and Sales
Upbuild	UNVERIFIED	Data and Analytics	upbuild.io is a defunct SEO agency (2015-2023), no NL-query product; no other vendor named Upbuild matched after two searches
Adlicio	https://tryadlicio.com	Marketing and Sales
Agently	https://www.agently.dev	AI and ML
Soundcharts	https://soundcharts.com	Data and Analytics
GReminders	https://www.greminders.com	Calendar and Scheduling
Leexi	https://www.leexi.ai	Marketing and Sales
GetYourGuide	https://www.getyourguide.com	Travel
mailnix	UNVERIFIED	Communication	no vendor page found for "mailnix"; searches returned unrelated MCP email servers (MailMCP, Postmark, AIMX)
Adspirer Ads & Performance Marketing Agent	https://www.adspirer.com	Marketing and Sales
Jotform Sign	https://www.jotform.com/products/sign	Documents and Files
Kalender-Sync	https://kalender-sync.de	Calendar and Scheduling
ScalperIntel AI	https://scalperintel.com	Finance and Trading
Open Context	UNVERIFIED	AI and ML	ambiguous: at least three distinct "Open Context" context-store products (open-context.dev, Plurality Open Context MCP, OpenContextAI); generic description does not settle which
Domainee	https://domainee.dev	Cloud and Infrastructure
DingDuff	https://www.dingduff.com	Legal
Gorgias MCP	https://www.gorgias.com	Customer Support
Peerbound	https://www.peerbound.com	Marketing and Sales
Jockey by TwelveLabs	https://www.twelvelabs.io/jockey	AI and ML
TimeChimp	https://www.timechimp.com	Productivity
CarlyEmail	https://carlyemail.com	Communication	homepage confirmed via official carlyemail PyPI package metadata
Memories.ai	https://memories.ai	AI and ML
AMZ Vault	UNVERIFIED	Marketing and Sales	no vendor page found; searches returned other Amazon seller analytics tools (SellerVault, sellerboard, Nova)
AppSkyline	UNVERIFIED	Data and Analytics	no vendor page found; searches returned other app-rank trackers (App-Stats, AppFollow, Appfigures)
JETNET	https://www.jetnet.com	Data and Analytics
BEEM	https://www.beemdata.com	Data and Analytics
FlowAccount	https://flowaccount.com	Finance and Trading
Shipt	https://www.shipt.com	Lifestyle and Local
Sequentum MCP	https://sequentum.com	Data and Analytics
Zeck MCP	https://www.zeck.app	Productivity
MemoryPlugin	https://www.memoryplugin.com	AI and ML
Mentionlytics	https://www.mentionlytics.com	Marketing and Sales
Jusratio	https://jusratio.com.br	Legal
Unabyss	https://unabyss.com	AI and ML
Reprise	https://www.reprise.com	Marketing and Sales
Balsamiq	https://balsamiq.com	Design and Creative
Billit	https://www.billit.eu	Finance and Trading	root redirects to locale path (/en-int)
Massive	https://massive.com	Finance and Trading
BasicOps	https://www.basicops.com	Project Management
GLG	https://glg.com	Research and Academic	legacy domain glginsights.com serves same site
Floot	https://floot.com	Development Tools
Pepita	https://pepita.dev	CMS and Web Building
Sensor Tower	https://sensortower.com	Data and Analytics
Inflection.io	https://www.inflection.io	Marketing and Sales
Skillsail	https://skillsail.com	Education
GC AI	https://gc.ai	Legal
Userback	https://userback.io	Customer Support
Meko	https://mekodata.ai	AI and ML
ZeroBounce	https://www.zerobounce.net	Marketing and Sales
Capacities	https://capacities.io	Productivity
Faces App	https://faces.app	Design and Creative
DocNexus Advanced Search MCP	https://docnexus.ai/platform/advanced-search	Healthcare and Life Sciences	product-specific page
Tella	https://www.tella.com	Design and Creative
Dynamo	https://www.dynamosoftware.com	Finance and Trading
Light	https://light.inc	Finance and Trading
BullrunData Market Intelligence	https://bullrundata.com	Finance and Trading
Tool4seller	https://www.tool4seller.com	Marketing and Sales
WyberAi	https://wyberai.com	Development Tools
CiteLaw	https://citelaw.org	Legal
FUGO SHARE TO SCREEN	https://www.fugo.ai	Communication	Fugo digital-signage vendor site; no product page for this specific connector name
AMARI	UNVERIFIED	Legal	Two searches: amari.ai is customs-broker AI, not legal-doc verification; no matching legal AI-verification vendor found
Intelligems	https://www.intelligems.io	Marketing and Sales
Simple Product	https://simpleproduct.dev	Project Management
Tubular	https://tubularlabs.com	Marketing and Sales
Ace Work	https://aceworkflow.io/ace-work	Automation and Integration
Scribe Mail	https://www.scribe-mail.com	Marketing and Sales
MyRace AI	https://myrace.ai	Lifestyle and Local
mcpMyAdmin	UNVERIFIED	Development Tools	Two searches returned only unrelated MySQL MCP servers and McMyAdmin (Minecraft panel); no vendor homepage found
Hatchable	https://hatchable.com	Cloud and Infrastructure
Inflearn	https://www.inflearn.com	Education
MYOB	https://www.myob.com	Finance and Trading	shared-domain; region-specific homepages (/au, /nz)
PuraFi Expenses	https://www.purafi.ai	Finance and Trading	purafi.ai = business travel & expense platform; distinct from purafi.app personal offline tracker
DealKeep	https://www.dealkeep.io	Productivity
Starbuzz for Claude	https://starbuzz.ai	Marketing and Sales
GuideCompare	https://guidecompare.com	Travel
Real-Time LCA MCP	https://realtimelca.com	Data and Analytics
NeoSapien	https://neosapien.ai	Productivity
Whatagraph	https://whatagraph.com	Marketing and Sales
Jenner Analytics	https://jenneranalytics.com	Data and Analytics
Outtake	https://www.outtake.ai	Security
Lead Recorder	https://www.leadrecorder.com	Marketing and Sales
Onepage	https://onepage.io	CMS and Web Building
Riido	https://www.riido.io	Project Management
Dincer Logistics	https://dincerlogistics.com	Data and Analytics	Turkish logistics firm; no logistics category in list
Skailer	https://skailer.com	Jobs	HRM + ATS platform
Quire	https://quire.io	Project Management
COROS	https://coros.com	Lifestyle and Local
Sacra	https://sacra.com	Finance and Trading
Upfluence	https://www.upfluence.com	Marketing and Sales
Appbot App Reviews	https://appbot.co	Data and Analytics
MFIT Personal	https://www.mfitpersonal.com.br	Lifestyle and Local
World Office Cloud	https://www.worldoffice.com.co	Finance and Trading	shared-domain; worldoffice.cloud is the login portal only
Mary	https://www.marytechnology.com	Legal
SEO Expert: Digital Darts	https://www.digitaldarts.com.au	SEO and Web
Introw PRM	https://www.introw.io	Marketing and Sales
Mojo — Pocket Capture	https://mojosystems.io/pocket-capture	Marketing and Sales
Opinly	https://opinly.ai	SEO and Web
DNS Inspector	https://dns-inspector.com	Development Tools	exact name+function match (DNS query tool); MCP connector not listed on site
Croft	UNVERIFIED	Cloud and Infrastructure	three unrelated vendors named Croft (usecroft.com Laravel MCP, withcroft.com H-2A platform, croft.sh dev CLI); none matches "host and share apps you build with AI"
Manifestly	https://www.manifest.ly	Project Management
Revelio Labs Internal	https://www.reveliolabs.com	Data and Analytics
Front	https://front.com	Customer Support
ServiceM8	https://www.servicem8.com	Project Management
Metorik	https://metorik.com	Data and Analytics
Smacient	https://smacient.com/products/marketing-context-claude	Marketing and Sales
VIZBL	https://vizbl.com	Design and Creative
Stocktwits	https://stocktwits.com	Finance and Trading
Wisesheets	https://www.wisesheets.io	Finance and Trading	catalog description is verbatim from wisesheets.io/api/docs
マネーフォワード クラウド会計	https://biz.moneyforward.com/accounting	Finance and Trading
カーリル for AI	https://calil.jp/ai	Research and Academic
6sense	https://6sense.com	Marketing and Sales
Abacum.ai	https://www.abacum.ai	Finance and Trading
Aboard	https://www.aboardhr.com	Productivity	HR platform; no HR category in list
Acoustic	https://www.acoustic.com	Marketing and Sales
Acquirepad Real Estate Intelligence	https://www.acquirepad.com	Finance and Trading
ADITUS Evo	https://www.aditus.com	Ticketing and Events	shared-domain; no standalone ADITUS Evo product page found (only newsroom post)
Adology	https://adologyai.com	Marketing and Sales
adplane	UNVERIFIED	Marketing and Sales	two searches found no vendor named adplane; nearest hits (AdPlan, AdPilot, AdsGo) are different products
AdShields	https://www.adshields.pro/en	Marketing and Sales
Adzviser	https://adzviser.com	Marketing and Sales
Aerion	https://www.aerion.app	Project Management
AFAS AI Connect, by iWebDevelopment	https://www.iwebdevelopment.com/en/afas/ai-mcp-connector	Finance and Trading
Affirmed AI	https://www.affirmed.ai	Security
AfterShip Post-Purchase	https://www.aftership.com	Customer Support	shared-domain; post-purchase suite spans tracking and returns products
Agensi	https://www.agensi.io	AI and ML
AgentContext	UNVERIFIED	AI and ML	ambiguous: agentcontext.com is an AI consultancy, not a data-stack context product; Fivetran and Sanity also ship products named Agent Context
Agility CMS	https://agilitycms.com	CMS and Web Building
Ai for Work	https://www.kore.ai/ai-for-work	AI and ML	Kore.ai product page; tagline matches verbatim
AI Passport	UNVERIFIED	AI and ML	ambiguous: Egoist AI Passport (ego.ist), Passport.Me, and OSS ai-passport all match "portable memory across your AI apps"
AIOProductOS	https://aioproductos.com	Project Management
Aiven MCP	https://aiven.io	Cloud and Infrastructure
Aniva	https://anivahealth.com	Healthcare and Life Sciences
Ansvar AI	https://ansvar.eu	Security	Ansvar Systems AB, Sweden
Apaleo	https://apaleo.com	Travel	hotel PMS
Apartmentiq	https://www.apartmentiq.io	Data and Analytics	catalog description matches homepage verbatim
Aphex	https://www.aphex.co	Project Management
API Lessons	UNVERIFIED	Education	no vendor named "API Lessons" found; only generic API/MCP course providers
AppDeploy	https://appdeploy.ai	Development Tools
Arkar	https://arkar.ai	Finance and Trading	Brazilian fund regulatory/registry tech
Arkon Vault	https://arkoncybersecurity.com	AI and ML	official site for Arkon Vault despite cybersecurity domain
Articulate	https://www.articulate.com	Education
Artist Growth	https://www.artistgrowth.com	Entertainment
Astravue App	https://astravue.com	Project Management
Athena Information	https://athenainformation.ai	Finance and Trading
AutoMotion	https://automotionapp.com	Lifestyle and Local	automotive service booking platform
AUTONOMAD	https://autonomad.ai	Travel
AutoRFP.ai	https://autorfp.ai	Marketing and Sales
Avoma	https://www.avoma.com	Productivity
Avvoka	https://avvoka.com	Legal
AWeber	https://www.aweber.com	Marketing and Sales
Azava	https://azava.com	Automation and Integration
Badger Maps (Advanced)	https://www.badgermapping.com	Marketing and Sales	shared-domain
